Title,Plot_clean,Genre_list
Sailor Arc the Movie Jupiter Venus Sailor Arsher TV,there sailor arsher cant used fuel sakura nigaku misaki hino nigaku hize u praise god cant heaven sky impossible daughter face praise god input expert said yabi pr,['Animation']
Evangelion the Movie AVANT 1: 0706 Version,special version first minute second th final rebuild evangelion movie evangelion titled shin evangelion gekijoban avant shown july th,"['Animation', 'Short', 'Action']"
Osomatsusan the Movie,matsuno brother travel back time meet younger self correct regret one brother suffering,"['Animation', 'Comedy']"
The Last Movie Ever Made,world end marshall convinces group friend stranger help finish scifi movie abandoned high school,"['Comedy', 'Romance']"
Another Cinema Snob Movie,portrayed popular youtube character cinema snob many year craig golightly set release original film theater film laughed screen flop craig film drunken director neil hall set across country road film style two youtube celebrity eccentric musician gamer going controversy quest save career hand craigs father powerful former tv executive,"['Adventure', 'Comedy', 'Horror']"
Tales from the Grave: The Movie,film collection seven spinechilling terrifying horror short unearthed depth hell presented pleasure,['Horror']
The Skeptic Movie,alexandros doctor grew unscientific environment meet hospital teacher made think rationally,['Short']
A Spy Movie,evelina head world worst crime syndicate come thanosian plan spread global pandemic withholding vaccine jack bushilla two agent opposite end track must join chaotic force together save world,['Comedy']
The Naboo Movie: A Live Staged Reading of Star Wars: The Phantom Menace,two jedi knight become caught galactic dispute protecting queen encounter gifted boy compete highstakes podrace battle army droids,['Comedy']
The Royal Tutor Movie,four prince kingdom granzreich aiming become next king guidance royal tutor heine wittgenstein appearing twin prince kingdom romano extremely sadistic,['Animation']
Plotagon's Jared: The Movie,jared trouble something bad happens jared avenge helping need,['Animation']
Maf's SuperMarioLogan Movie,story set year end sml timeline woody move continue life shrimpo hunter marios son jeffy turn move go art school continue painting like father bowser junior best friend cody move away collage chef pee pee father dy one take father place royal family malicious megatron troop seek son king strongbottom fernando chef pee pee money country rich supply energon year old bowser junior father enemy mario black yoshi shrek protect chef pee pee,"['Action', 'Comedy']"
Gor-Kan (the Movie),death passage eternity poetic transportation time space yet remain oblivious truth,['Short']
The Last Amityville Movie,horror youtuber find trapped horror film package long island seems drive mad use knowledge horror film survive next victim last amityville movie,['Horror']
2020: The Movie,year like prepare biggest blockbuster movie never made yet movie part biopic part disaster film new release turn movie star unlikely everyday british hero,"['Short', 'Comedy']"
Halloween A Gorilla Tag Movie: Grape Myers,grape myers masked murder kill people gain energy killed brother back year killed older sister judith older brother chris grape myers brother target never get,"['Short', 'Action', 'Adventure']"
SMG4 Movie: 10 Year Anniversary Special,smg decides invite many friend even enemy big party celebrating tenth anniversary supermarioglitchy,"['Animation', 'Short', 'Comedy']"
YOLO: The Horror Movie,genre bending sequel yolo movie edward jacob confronted life threatening threat dangerous danger,"['Comedy', 'Horror']"
Famous Patrick (A Super SpongeBob Fan Movie),patrick creates show save network show end success let fame get head friend get old patrick back,['Adventure']
Osho: The Movie,osho known spiritual master time film show life people lived director insider osho movement access people director probably w,['Documentary']
Another Apocalyptic Zombie Movie,parapsychologist brad redmond take student paranormal investigation easy elliott try impress tiffany girl secretly longs teaming eccentric band ghost hunter student entrench secluded farm rural kentucky tv internet three day group oblivious mayan pandemic striking country two option student ghost hunter become zombie fight stay alive,['Horror']
Kamen Rider Revice: The Movie,evil olteca make contract man unleashes spider deadman ikki igarashi transforms kamen rider revi stop side kamen rider vice devil life inside mind made,"['Short', 'Action']"
Terrifier 2 Roblox movie,taking place christmas story follows sienna heyes attempt rebuild life art clown pursuit alongside new accomplice,"['Short', 'Horror']"
Charlie's Movie,married man get cheated wife get pregnant torment creative plotting via phone,['Thriller']
Tebus the Movie,johan kidnaps ana desperation purchase heart black market ailing brother kidnapping expose ana stepfather plan ana killed together fight back take rightfully,['Action']
For Whom the Alchemist Exists: The Movie,shaky truce group kingdom maintained ban practicing alchemist however group alchemist land unite enable peaceful cooperation,"['Animation', 'Action', 'Adventure']"
Nasi Padang - The Movie,nasi padang wild story audun kvitland filmmaker trondheim became internet phenomenon national celebrity indonesia making love song traditional cuisine nasi padang,"['Documentary', 'Short']"
goodlongpee the movie,good long pee boy trent joel alex three share birthday graduate high school together soon find fate intertwined embark multidimensional journey discover truly,"['Animation', 'Comedy']"
Another Coffeehouse Chronicles Movie,film based web series second installment coffeehouse chronicle movie feature characterdriven vignette life lgbtq people date hook los angeles,['Comedy']
That One Amazing Movie,three psychological troubled young men verge suicide hope lie pitching makeshift vr headset investor hopefully turn life around,['Comedy']
The Wake Up Call Movie,wake call faithbased film inspired real life choice conflict christian today stacy young woman born raised church greatly involved living double life frank boyfriend street stacy spends sunday morning praying frank attend church service prayer finally answered life turned upside careful pray god might give,['Comedy']
Trust Issues the Movie,trust issue action drama film suspense comedy based evolution macon georgia innercity gang culture lockdogg reynolds star grave digga serving lengthy prison sentence return home much different world remembers jodie mosley diggas right hand man starring wank concerned digga wont understand change made absence faced critical decision make must navigate way new world without reverting back diggas old way jon clawd starring sergio opposing gang leader also present set interesting challenge digga settle back old environment set macon ga film feature beautiful scenic rare shot city capturing various historic location also giving intimate experience macon diverse musical catalog exposing viewer classic modern local hit,['Action']
EL: The Movie,dafychi girl two personality alter ego named dafyna felt life monotonous boring met mario adipati successful young businessman famous coldhearted,['Romance']
